episode,season,scene_id,location,speaker,normalized_speaker,line,conversation_turn
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,Move please. Matty. Get out of my way! Get out of my way!,1
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MAN 1,Man 1,"Don't move. Help is coming, kid.",2
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,That's my boy. That's my boy. Matty! Matty!,3
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,Dad.,4
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,"Matty! Matty! Don't, don't move, okay? No, no, no! Just don't move. Somebody get us some help!",5
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,"Dad, what happened?",6
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,"Matty, it's gonna be all right. Just don't move. Don't move, okay?",7
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,What happened?,8
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MAN 1,Man 1,Take it easy.,9
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MAN 2,Man 2,Your boy — he pushed me out of the way. He saved my life.,10
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,"Oh, Dad! Oh, it burns!",11
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,"Oh, Jesus! Close your eyes, Matty.",12
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,Dad!,13
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,Close your eyes.,14
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,Dad! Dad!,15
S01E01,1,S01E01_SCENE_1,The Streets - The Past,JACK MURDOCK,Jack Murdock,Close your eyes.,16
S01E01,1,S01E01_SCENE_1,The Streets - The Past,MATT MURDOCK,Matt Murdock,Dad. Dad. Dad. I can't see. I can't see. I can't see! I can't see! I can't see! I can't see!,17
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,MATT MURDOCK,Matt Murdock,"Bless me, Father, for I have sinned. It's been, it's been too long since my last confession. My dad, he used to come to this church back when I was a kid. He was a fighter. Old school. Boxer. Lost more than he won. Had a 24-31 record before he, uh... But he could take a punch. Jesus, he could take a punch.",1
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,FATHER LANTOM,Father Lantom,Language.,2
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,MATT MURDOCK,Matt Murdock,"Sorry, Father. Yeah, guys he went up against used to say it was like hitting oak. And nights when he was outmatched, my dad's strategy was to let 'em hit him till they broke their hands. He never got knocked out, my dad. Knocked down, sure. But he always got back up. He was always on his feet when he lost. Every now and then, though, every now and then, he'd get hit and something inside of him would snap. My grandmother, she was the real Catholic. Fear of God ran deep. You'd have liked her. She used to say, ""Be careful of the Murdock boys. They got the devil in 'em."" And you'd see it sometimes in the ring. His eyes would go dead and he'd start walking forward real slow, hands at his sides, like he wasn't afraid of anything. And the other guy, he'd see that look, and he'd try to get away from him. Nah. My dad, he'd catch him and trap him in the corner. Let the devil out. Yeah. Now, I didn't understand it, you know? What he was feeling deep inside, I didn't understand it. Not back then.",3
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,FATHER LANTOM,Father Lantom,But you understand it now? Perhaps this would be easier if you tell me what you've done.,4
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,MATT MURDOCK,Matt Murdock,"I'm not seeking penance for what I've done, Father. I'm asking forgiveness for what I'm about to do.",5
S01E01,1,S01E01_SCENE_2,Confessional Booth - Now,FATHER LANTOM,Father Lantom,That's not how this works. What exactly are you going to do?,6
S01E01,1,S01E01_SCENE_3,The Docks,GIRLS,Girls,Help! Help! Help me! Help! Help me!,1
S01E01,1,S01E01_SCENE_3,The Docks,TURK BARRETT,Turk Barrett,"Hey! Hey! Man, shut up. I'm getting $1,000 a head for y'all. So, you be quiet, I let you have a bucket. You don't —",2
S01E01,1,S01E01_SCENE_3,The Docks,RUSSIAN MAN,Russian Man,No!,3
S01E01,1,S01E01_SCENE_3,The Docks,GIRL,Girl,"No. Please, no.",4
S01E01,1,S01E01_SCENE_3,The Docks,TURK BARRETT,Turk Barrett,"Scream all you want. Come on, let me hear you scream. Scream loud.",5
S01E01,1,S01E01_SCENE_3,The Docks,GIRL,Girl,It's okay.,6
S01E01,1,S01E01_SCENE_3,The Docks,TURK BARRETT,Turk Barrett,Nobody gives a shit down here.,7
S01E01,1,S01E01_SCENE_4,Matt's Apartment,AUTOMATED FEMALE VOICE,Automated Female Voice,"Foggy, Foggy, Foggy.",1
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,"Yeah, yeah.",2
S01E01,1,S01E01_SCENE_4,Matt's Apartment,AUTOMATED FEMALE VOICE,Automated Female Voice,Foggy.,3
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,Hello.,4
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,"Good morning, sunshine!",5
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,What time is it?,6
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,Half past get the hell up. Let's go. We gotta meet the real estate agent in 45.,7
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,"What was that? Was that a moan? Do you have somebody in bed with you? The paralegal? Is it the para over at — never mind, I don't wanna hear about it. No, I do wanna hear about it! What was she like?",8
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,Violent.,9
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,"I gotta get the blind thing going. It's so unfair. Oh, hey! Real estate agent, not your type. Very homely. Might be genetic. No need to be charming. And she kinda told me she thinks blind people are ""God's mistake.""",10
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,"That's a horrible thing to say, Foggy.",11
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,"I know! In this day and age? All right, shake it. I gotta go bribe a cop.",12
S01E01,1,S01E01_SCENE_4,Matt's Apartment,MATT MURDOCK,Matt Murdock,"Ah, Foggy.",13
S01E01,1,S01E01_SCENE_4,Matt's Apartment,FOGGY NELSON,Foggy Nelson,"Kidding, NSA, if you're listening. But seriously, yeah, I gotta go bribe a cop.",14
S01E01,1,S01E01_SCENE_5,Street - Subway Station Entrance,SGT. BRETT MAHONEY,Sgt. Brett Mahoney,Defense attorney. We're supposed to be enemies.,1
S01E01,1,S01E01_SCENE_5,Street - Subway Station Entrance,FOGGY NELSON,Foggy Nelson,"First off, we've been enemies since we were four, Brett, so let's not blame it on career choices. Secondly, I'm not a particularly good defense attorney, so helping me is like helping yourself. And finally, these are for Bess.",2
S01E01,1,S01E01_SCENE_5,Street - Subway Station Entrance,SGT. BRETT MAHONEY,Sgt. Brett Mahoney,"Please stop giving my mom cigars, Foggy.",3
S01E01,1,S01E01_SCENE_5,Street - Subway Station Entrance,FOGGY NELSON,Foggy Nelson,"What? She'll outlive us all. Look, I'm not asking you to do anything immoral. Just give me a heads up if something, you know, interesting walks through the door. You're right. It ain't the careers.",4
S01E01,1,S01E01_SCENE_5,Street - Subway Station Entrance,FOGGY NELSON,Foggy Nelson,"Thanks, buddy!",5
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,"You've got a reception area, a conference room and two offices. Corner suite has a view of the Hudson. You can flip a coin with your partner for it.",1
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,"Uh, he can have the view.",2
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,I'm so sorry. I didn't mean to —,3
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,Of course not.,4
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,Susan Harris. Midtown Property Solutions.,5
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,Matt Murdock.,6
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,FOGGY NELSON,Foggy Nelson,She just curtsied. It was adorable.,7
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,"Well, it's nice to know chivalry isn't dead. Susan, would you mind walking me around the space?",8
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,"Of course. My pleasure. As I was telling your associate, this office was barely touched by the incident, which is why it's on the market already. The neighbors weren't so lucky.",9
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,"""The incident""? Is that what we're calling it now?",10
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,"Well, it sounds so much better than ""death and destruction raining from the sky, nearly wiping Hell's Kitchen off the map.""",11
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,"Shorter, too.",12
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,FOGGY NELSON,Foggy Nelson,Owner figuring in the delightful view of cranes and scaffolding? Feels like we're getting pre-incident prices.,13
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,SUSAN HARRIS,Susan Harris,"They're a quarter of what they used to be. Hell's Kitchen's on the rebound, Mr. Nelson, and in 18 months, you won't be able to rent a broom closet at this price point.",14
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,We'll take it.,15
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,FOGGY NELSON,Foggy Nelson,"We will talk about it. Because we're not sure we can afford even this palace, unless we make some changes to our current clientele policies.",16
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,My partner and I are having some disagreements over the direction of Nelson and Murdock. I believe we're here to defend the innocent.,17
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,FOGGY NELSON,Foggy Nelson,"And I believe the innocent includes everyone not yet convicted of a crime. You know, as the law states.",18
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,He tends to use fancy terminology.,19
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,FOGGY NELSON,Foggy Nelson,"And my partner fails to recognize that, as defense attorneys, we're never gonna be able to keep the lights on, waiting on a horde of innocent souls to stumble into our loving arms.",20
S01E01,1,S01E01_SCENE_6,Office - Nelson & Murdock,MATT MURDOCK,Matt Murdock,"At this point, I'd settle for just one.",21
S01E01,1,S01E01_SCENE_7,Karen's Apartment,COP,Cop,Drop the knife!,1
S01E01,1,S01E01_SCENE_7,Karen's Apartment,KAREN PAGE,Karen Page,"No, no, I didn't —",2
S01E01,1,S01E01_SCENE_7,Karen's Apartment,COP,Cop,Drop it!,3
S01E01,1,S01E01_SCENE_7,Karen's Apartment,KAREN PAGE,Karen Page,I didn't do this! I didn't — I didn't do this!,4
S01E01,1,S01E01_SCENE_7,Karen's Apartment,COP,Cop,Get on the ground!,5
S01E01,1,S01E01_SCENE_7,Karen's Apartment,KAREN PAGE,Karen Page,I didn't do this!,6
S01E01,1,S01E01_SCENE_7,Karen's Apartment,COP,Cop,Now!,7
S01E01,1,S01E01_SCENE_7,Karen's Apartment,KAREN PAGE,Karen Page,"Oh, God! Oh, God! No, I didn't do this. Oh, God! I didn't do this! Oh, no! I didn't do this!",8
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,FOGGY NELSON,Foggy Nelson,"Hey, buddy.",1
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,SGT. BRETT MAHONEY,Sgt. Brett Mahoney,Homicide. Female suspect found at the scene. Definitely qualifies as interesting.,2
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,FOGGY NELSON,Foggy Nelson,She's been charged yet?,3
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,SGT. BRETT MAHONEY,Sgt. Brett Mahoney,Assistant DA hasn't made the call yet.,4
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,FOGGY NELSON,Foggy Nelson,Do you have a name on the suspect?,5
S01E01,1,S01E01_SCENE_8,Nelson & Murdock Office - phone call,SGT. BRETT MAHONEY,Sgt. Brett Mahoney,Yeah. Page. Karen Page.,6
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"Okay, can we please take the handcuffs off the 110-pound woman?",1
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,DETECTIVE BLAKE,Detective Blake,"Miss Page, can you tell me who these men are?",2
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"We're her lawyers. Uncuff our client and give us the room, please.",3
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Thank you, Detective.",4
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Miss Page, my name is Matt Murdock. This is my associate, Foggy Nelson. Do you mind if we sit down?",5
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,She gave a vague shrug. I say we go with it.,6
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"We understand you're in some trouble. We, uh, may be able to help.",7
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"Can you tell us what happened? Why don't we start with what we know, then? You were found in your apartment with one Daniel Fisher.",8
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Who appears to be the victim of a homicide, and currently, you're the only suspect, Miss Page.",9
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,Who the hell are you guys?,10
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,I'm Matt. He's Foggy.,11
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,Who sent you?,12
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,No one sent us.,13
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,"So, what? You're just a couple of Good Samaritans? Today's just my lucky day?",14
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,I bribed the desk sergeant with a box of cigars for his mom.,15
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Our practice is relatively young, Miss Page, and we are aggressively pursuing new clientele. You gotta stop giving Bess cigars.",16
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"She likes to smoke, Matt. It's a free country.",17
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,So how long have you been practicing law?,18
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,What time is it?,19
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,It's 12:22 AM.,20
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,About seven hours.,21
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"Well, if you go from when we passed the bar.",22
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,I was going from when we got our own desks.,23
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"Oh, then, yeah. Seven hours.",24
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,You've never done this before?,25
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"If you were to hire us, then, yes, you would be our first client.",26
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,Technically. Yeah.,27
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,"Well, I don't — I don't have any money.",28
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,"Well, it was lovely to meet you, Miss Page.",29
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"You don't have any money and we don't have any clients. Maybe we can help each other. Tell me, how did you know Mr. Fisher?",30
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,We worked together.,31
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,And your place of employment?,32
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,"Union Allied Construction. I'm a secretary. Daniel worked downstairs in Legal. I didn't know him very well. But he was always nice, you know? But it's hard to meet people in the city, so I asked him if he would have a drink with me.",33
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,You asked him?,34
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,KAREN PAGE,Karen Page,"Like I said, he was a nice guy. We met at the Three Roads bar, on 49th Street. We had a few drinks, and the next thing that I remember is waking up on the floor of my apartment covered in blood. His blood. No, I'm not stupid. I know how that sounds. But I am telling you we met at the bar. We had a few drinks. And I don't know what happened after that. It wasn't me. Please. Please, you have to believe me. I didn't kill him.",35
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"I believe you, Miss Page.",36
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,There's plenty of room over there. Do you mind?,1
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,"28,957.",2
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,Tell Rigoletto he'll get his money.,3
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,Mr. Rigoletto has retired. His books have been acquired by my employer.,4
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,"Ah. Well, you tell him the same thing.",5
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,I'd like to show you something. Do you have a moment?,6
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,"What is it about college girls and Monet T-shirts? Open composition and the spontaneity reflecting this transformative time in their lives, perhaps? Or maybe they just like the color blue. Call her.",7
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM'S DAUGHTER,Mr. Farnum'S Daughter,"Hey, Dad, what's up?",8
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,"Hi, baby, I'm just checking in. You need anything?",9
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM'S DAUGHTER,Mr. Farnum'S Daughter,"Uh, yeah, I actually have a ton of laundry. I was gonna swing by this weekend and use the machine. And then, maybe we could catch a movie after your shift? Yeah, yeah.",10
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,"That'd be great. Uh, look, baby, I got — I gotta go. I love you, baby.",11
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM'S DAUGHTER,Mr. Farnum'S Daughter,"Love you, too. Bye, Dad.",12
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,"Now, you see this man here? If we're being honest with each other, Mr. Farnum, I find his methods unpleasant. But such are the times we live in. Give us a wave, Mr. Rance.",13
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,I told you that I will get you the money.,14
S01E01,1,S01E01_SCENE_10,The Park,JAMES WESLEY,James Wesley,"Such a small sum is of little interest to my employer. Your position, however, that's something we can work with.",15
S01E01,1,S01E01_SCENE_10,The Park,MR. FARNUM,Mr. Farnum,What do you want me to do?,16
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"I'm friends with Gary Feinstein in the DA's office. I'll give him a call first thing in the morning, see where their heads are at. I'm guessing they're gonna puff their chests, but they have to know murder two's a risk. We end up at manslaughter, we get the right judge, maybe she's out in five to 10.",1
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,We're not taking a deal.,2
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"No, this is why they have deals, Matt. So the straightforward cases don't waste everybody's time.",3
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,I don't think she did it.,4
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"She's the sole suspect, found at the scene, covered in blood, with the murder weapon and no defensive wounds. If they offer anything it'll be a gift, and we will take that gift. We do not want this to go to trial.",5
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,"They don't want this to go to trial, either. Why hasn't she been charged yet?",6
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,They have 24 hours. And it's the weekend. They're gonna take every last second to collect the evidence before they move.,7
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,"They've got the evidence. You just laid it out yourself. This is a good arrest, Foggy. We should already be reading about it in the papers. There's something not right about this case. I can feel it.",8
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"You can feel it? All right, I'm just gonna say this once, and we can move on. You don't necessarily show the best judgment when beautiful women are involved, Matt.",9
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,How would I even know if she's a beautiful woman?,10
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"I don't know. It's kinda spooky, actually. But if there's a stunning woman with questionable character in the room, Matt Murdock's gonna find her and Foggy Nelson is gonna suffer.",11
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,"All right, I don't disagree with anything you're saying.",12
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,Thank you.,13
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,"But I need you to back me, anyway.",14
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"All right. Fine. Let's start with the obvious, then. If she didn't do it, who did? We're dead in the water if we don't give them an alternative.",15
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,Agreed.,16
S01E01,1,S01E01_SCENE_11,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,"We need to take another run at our client. She may not be guilty, Matt, but that doesn't mean Miss Page is telling the truth.",17
S01E01,1,S01E01_SCENE_12,Jail Cell - Police Station,MR. FARNUM,Mr. Farnum,I'm sorry.,1
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"I'm gonna make this easy, Detectives. Get the ADA in here to release Miss Page and we'll recommend to our charming, media-friendly client that she not plaster the airwaves with how she was nearly killed in your custody.",1
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,And I'll agree not to make cooing noises for the rest of this meeting when I think of the civil suit that we have on our hands.,2
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,DETECTIVE BLAKE,Detective Blake,How do you know they're not charging her?,3
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,Besides the fact that you were required to do so four hours ago if you were gonna do it at all?,4
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,That's an excellent question. Along with how the security cameras on Miss Page's detention area went on the fritz right before the assault.,5
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Yeah, we'd like to speak to Mr. Farnum about that, as well as what —",6
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,DETECTIVE HOFFMAN,Detective Hoffman,Get in line. He'll be arraigned in the morning.,7
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,Get my client released. Don't make me ask again.,8
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,DETECTIVE BLAKE,Detective Blake,"I'll call the ADA. But you take that tone with me again, I don't care if you're blind, I'll kick the shit out of you.",9
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,Really? We're going there?,10
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,That was pleasant.,11
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,It doesn't make any sense. ADA had everything they needed. Unless they had too much.,12
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,What? What am I missing?,13
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,Maybe someone else was in her apartment that night. Maybe they have evidence.,14
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,That's Brady material. They'd have to turn that over.,15
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,MATT MURDOCK,Matt Murdock,"Only if she were charged. She hangs herself in her cell, this all goes away.",16
S01E01,1,S01E01_SCENE_13,Interrogation Room - Police Station,FOGGY NELSON,Foggy Nelson,Let's get her some clothes and get the hell out of here.,17
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,Couldn't find any milk. I hope it's okay.,1
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,We have tea now?,2
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,I stole it from the financial office next door.,3
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,How are you holding up?,4
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,KAREN PAGE,Karen Page,Better. Thanks for getting me out.,5
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,FOGGY NELSON,Foggy Nelson,Don't thank us yet. Just because they released you doesn't mean they won't eventually bring charges.,6
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,Which means it's crucial you don't speak to anyone other than the two of us about what happened.,7
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,KAREN PAGE,Karen Page,"I don't have anyone to talk to, anyway.",8
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,MATT MURDOCK,Matt Murdock,Do you have somewhere you can stay tonight?,9
S01E01,1,S01E01_SCENE_14,Nelson & Murdock Office,KAREN PAGE,Karen Page,My apartment's not far.,10
