episode,season,scene_id,location,speaker,normalized_speaker,line,conversation_turn
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,ED,Ed,Matthew. Got it.,12
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,JACK,Jack,"Yeah, thanks. Thanks, Ed. You're gonna want to lay low for a couple days after.",13
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,ED,Ed,Can I do anything for you?,14
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,JACK,Jack,"Nah, don't worry about me. I got it covered.",15
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,WOMAN,Woman,"Hi, not here. Leave a message.",16
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,JACK,Jack,"Hey, it's, uh, it's me. I'm about to go do something… well, I'm about to go be me. You know better than anybody that doesn't always go so well. I don't know how this is gonna go, but if I were a betting man, Matty's gonna need you. More than ever. Look after him, okay? And I know what I'm asking here, but he's a good kid. He sure as hell didn't get that from me. So… it's better this way. Just once I want Matty to hear people cheer for his old man. Just once.",17
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"Matt! Matt, come on! Get up! I drank the eel.",1
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,"Oh, no.",2
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"Not a euphemism. Matt, I know you're in there, get up!",3
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,Shh.,4
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"Here, you talk to him.",5
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,Okay.,6
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,Pretend I'm not here.,7
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,"Okay, Matt! Matt, it's Karen, and I am very, very sorry about this, and if I were you, I would not come to this door. But I think I also drank the eel.",8
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,And we are now filled with mighty eel strength!,9
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,Matt!,10
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"It's true, Matt, come on!",11
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,Come on!,12
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,Come on! We're staying out till the sunrise! We're gonna go to the fish market!,13
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,"Oh, no. Oh, Foggy.",14
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"Oh, hi, Fran.",15
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,Oh…,16
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,Sorry.,17
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,We're really sorry.,18
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,Sorry.,19
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,We're sorry. We'll be quiet.,20
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,You wanna go to the fish market?,21
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,KAREN,Karen,"No, she —",22
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,FOGGY,Foggy,"I'm gonna buy a bluefin. I'm buying a bluefin, Murdock!",23
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,"Okay, we've got, what? Two hours to kill. Let's brush you up on some Japanese auctioneering terms.",1
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,"Okay, you don't have to do this, Foggy.",2
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,Do what? You haven't lived until you've argued with a 90-year-old Okinawa survivor about sturgeon meat.,3
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,"Thank you. I needed this. I really needed this. But it's late, and we should go home.",4
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,Are you kidding me?,5
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,Yes.,6
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,"After what you told me, I'm never going home again. Men are waiting in the dark corners of this world to prey on us.",7
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,"Oh, God.",8
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,"The valiant, the kindhearted. We must band together. We must never sleep. We must remain vigilant. Here in the lights of Hell's Kitchen.",9
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,Never sleep!,10
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,FOGGY,Foggy,This city will protect us! This city's beautiful.,11
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,KAREN,Karen,Yeah.,12
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"Here's how this is gonna work. I'm gonna ask you some questions. You're gonna answer them. If you're lying to me, trust that I will know, and I will be unhappy. Where's the boy?",1
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,He's dead.,2
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,This is what unhappy looks like. Where's the boy?,3
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"What do you care? If he's not dead yet, he will be.",4
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Why did you take him?,5
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,Figured you'd come running.,6
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,And after I was dead?,7
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"Sell the kid, like all the others.",8
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,I was telling the truth on that one.,9
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,I know.,10
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"We got you good, didn't we?",11
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Who do you sell the children to?,12
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,I don't know. Whoever has the money.,13
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Where's the boy?,14
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"So you find him. So what? We'll take another. Kill me, somebody takes my place. Long as people are buying, we'll be selling. Nothing you do tonight will change that. But go ahead. Keep hitting me. Let's see who drops first.",15
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,Try stabbing him in his trigeminal nerve.,16
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Where is it?,17
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,"Go in through here, right above the eye. That's the supraorbital foramen. You want to go in right under there.",18
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Hold still. I might do some serious damage if you squirm. How will I know when I find it? He'll tell you.,19
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"You're right, what you said before. I kill you, somebody takes your place, but they'll end up back here just like you, and sooner or later, one of you is gonna tell me what I need to know.",20
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"This is important. Shh! Listen, I need you to know why I'm hurting you. It's not just the boy. I'm doing this 'cause I enjoy it.",21
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"No, no, no! No, no, no!",22
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Where is he?,23
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Where is he?,24
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,Underneath Troika restaurant. Eleventh and 44th.,25
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,FOSTER,Foster,"They'll be waiting for you. If you're lucky, they'll kill you before they start in on the boy. It would be a shame for you to have to watch what they do to him —",26
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,"Oh, my God!",27
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,It's all right. He landed in the dumpster you pulled me out of.,28
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,Is he dead?,29
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,He'll live. You need to get your things and leave. Don't tell anyone where you're going.,30
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,What?,31
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"He wakes up, he'll be back, and he won't be alone next time.",32
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,But he didn't see my face.,33
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"That was just for effect, to scare him. He knew you were lying when you answered your door.",34
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,Mike?,35
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,Do you have somewhere you can go?,36
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,I'm cat-sitting for a woman I work with. Her brother's sick. She's in Oklahoma.,37
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,What's the address?,38
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,Why?,39
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"I'm thinking if I make it through the night, I may need some help getting patched up.",40
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,"Tenth and 54th. Apartment 412, um, in the building above the liquor store.",41
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,MATT,Matt,"Hey. Thank you, Claire.",42
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,CLAIRE,Claire,I don't believe you. What you said. I don't believe you enjoy this.,43
S01E02,1,S01E02_SCENE_20,Flashback - Boxing Arena,ANNOUNCER,Announcer,"In the red corner, weighing in at 164 pounds from Hell's Kitchen, New York, please welcome ""Battlin' Jack"" Murdock!",1
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,COMMENTATOR,Commentator,Murdock lands another and another!,1
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,MATT,Matt,"Get him, Dad! Get him!",2
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,COMMENTATOR,Commentator,Creel is rocked! Murdock won't let him out of the corner! The younger Creel seems stunned by the ferocious display by the more seasoned Murdock! Creel goes down!,3
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,MATT,Matt,Yes! Yes!,4
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,COMMENTATOR,Commentator,"He's not getting up! It's over! ""Battlin' Jack"" Murdock has defeated Crusher Creel!",5
S01E02,1,S01E02_SCENE_21,Flashback - Young Matt's Childhood Home,MATT,Matt,"Yeah, Dad! Yeah!",6
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,OFFICER RAY,Officer Ray,"Oh, oh, hang on there, son. What's the hurry?",1
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,MATT,Matt,I think that's my dad.,2
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,OFFICER,Officer,"Jesus, Ray, the kid's blind.",3
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,OFFICER RAY,Officer Ray,"Hey, wait!",4
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,MATT,Matt,Dad?,5
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,MATT,Matt,Daddy! Daddy!,6
S01E02,1,S01E02_SCENE_22,Flashback - Outside the Arena / Alley - Jack's Death,MATT,Matt,Daddy! Daddy!,7
S01E02,1,S01E02_SCENE_23,Hallway - Underground Holding Area,BOY,Boy,I want to go home. I want my daddy.,1
S01E02,1,S01E02_SCENE_24,Hallway - Underground Holding Area / After the Fight,MATT,Matt,Hi. I know you're scared. But I'm here to help you. Okay? You don't have to be scared anymore.,1
S01E02,1,S01E02_SCENE_24,Hallway - Underground Holding Area / After the Fight,BOY,Boy,Okay. Okay.,2
S01E02,1,S01E02_SCENE_24,Hallway - Underground Holding Area / After the Fight,MATT,Matt,Let's get you home to your dad.,3
S01E03,1,S01E03_SCENE_1,UNKNOWN,JOHN HEALY,John Healy,Hi. Can I get a size 10 and a lane?,1
S01E03,1,S01E03_SCENE_1,UNKNOWN,WOMAN,Woman,"Sorry, we're closing up.",2
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,He's still playing.,3
S01E03,1,S01E03_SCENE_1,UNKNOWN,WOMAN,Woman,Mr. Prohaszka bowls when he wants to. Worked it out with the owner.,4
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,Can I join him for a few balls?,5
S01E03,1,S01E03_SCENE_1,UNKNOWN,WOMAN,Woman,"You wanna ask, knock yourself out.",6
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,Be right back.,7
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,Excuse me. I was just wondering if maybe I could join you for a couple games?,8
S01E03,1,S01E03_SCENE_1,UNKNOWN,MR. PROHASZKA,Mr. Prohaszka,Private game. You mind?,9
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,No. Hey sorry. I was just really looking forward to throwing a few balls.,10
S01E03,1,S01E03_SCENE_1,UNKNOWN,MR. PROHASZKA,Mr. Prohaszka,Get this moron out of my face.,11
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,"Hey, come on.",12
S01E03,1,S01E03_SCENE_1,UNKNOWN,MR. PROHASZKA,Mr. Prohaszka,"Whoa, whoa. Hey!",13
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,"You got a bad attitude, friend.",14
S01E03,1,S01E03_SCENE_1,UNKNOWN,CUT TO,Cut To,IMAGE THAT SAYS: 36 HOURS EARLIER,15
S01E03,1,S01E03_SCENE_1,UNKNOWN,TURK BARRETT,Turk Barrett,Mmm. Love that smell.,16
S01E03,1,S01E03_SCENE_1,UNKNOWN,TURK BARRETT,Turk Barrett,"Metal and oil. Fresh, never been fired. Take a whiff.",17
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,Like a good revolver better. No chance of jamming up.,18
S01E03,1,S01E03_SCENE_1,UNKNOWN,TURK BARRETT,Turk Barrett,Man. Look at this. This is top of the line. I guarantee this baby will not jam or my name ain't Turk Barrett.,19
S01E03,1,S01E03_SCENE_1,UNKNOWN,MR. PROHASZKA,Mr. Prohaszka,"This is how he negotiates, huh?",20
S01E03,1,S01E03_SCENE_1,UNKNOWN,VOICEOVER,Voiceover,"Police are on their way, miss. Stay calm. Hello?",21
S01E03,1,S01E03_SCENE_1,UNKNOWN,POLICE OFFICER 1,Police Officer 1,Got him? Where is he?,22
S01E03,1,S01E03_SCENE_1,UNKNOWN,POLICE OFFICER 2,Police Officer 2,Got him in sight. He's right over there.,23
S01E03,1,S01E03_SCENE_1,UNKNOWN,POLICE OFFICER 1,Police Officer 1,Don't move!,24
S01E03,1,S01E03_SCENE_1,UNKNOWN,POLICE OFFICER 2,Police Officer 2,Stay there!,25
S01E03,1,S01E03_SCENE_1,UNKNOWN,POLICE OFFICER 3,Police Officer 3,"Keep your hands up! Dispatch, Victor 23",26
S01E03,1,S01E03_SCENE_1,UNKNOWN,HEALY,Healy,I want a lawyer.,27
S01E03,1,S01E03_SCENE_1,UNKNOWN,FATHER LANTOM,Father Lantom,"You're Jack Murdock's kid, aren't you? It's all right. Seal of Confession. Anything you said during the sacrament of penance stays between us. Could've killed 10 people, I couldn't tell anyone.",28
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT MURDOCK,Matt Murdock,That seem fair to you?,29
S01E03,1,S01E03_SCENE_1,UNKNOWN,FATHER LANTOM,Father Lantom,It is what it is.,30
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,I have to get to work.,31
S01E03,1,S01E03_SCENE_1,UNKNOWN,FATHER LANTOM,Father Lantom,"Yeah, me, too. Wouldn't mind a cup of coffee first, though. Chamber of commerce donated one of those fancy espresso machines for meetings and stuff. I make a heck of a latte, if you're interested.",32
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Some other time, maybe.",33
S01E03,1,S01E03_SCENE_1,UNKNOWN,FATHER LANTOM,Father Lantom,Seemed you had a lot on your mind last time you were here. Sure you don't want that latte?,34
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Take care of yourself, Father.",35
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"Thought you'd forgotten about me, Urich.",36
S01E03,1,S01E03_SCENE_1,UNKNOWN,BEN URICH,Ben Urich,Never happen.,37
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"I don't know. People's memories these days ain't so good. Back in the day, I couldn't wait to see this view. Me and the boys, driving in Friday nights. Kings of the castle.",38
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,Kings don't have bodies in the trunk.,39
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,Tell that to Macbeth.,40
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,What's this about you moving to Florida?,41
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,Did you hear about Rigoletto?,42
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,Heard he retired.,43
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,Yeah. In pieces.,44
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,Somebody putting it to you?,45
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,You know the rules.,46
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,Is it the Russians?,47
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,The rules. You go first and then maybe I got something to say. That's the way it's always been.,48
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,Russians got a bee up their ass. Somebody's been hitting them hard. Mostly around the docks.,49
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"Wasn't Rigoletto, if that’s what you're thinking.",50
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,So who are we looking at?,51
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,You tell me.,52
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,"I don't know. Been scratching at it. Police reports get altered. Public records, too. But I know a pattern when it shoves a thumb in my eye.",53
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"A new player, maybe? Used to be if you killed a man, you sent his wife flowers. Now they just send his wife with him.",54
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,"You know something, don't you?",55
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,Yeah. Florida's beautiful this time of year.,56
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,The rules.,57
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"There are no rules, Benny. Not anymore.",58
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,So that's it? That's all I get?,59
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"You know, when I went away to do my 10, every newspaper in town dragged my name through the shit. You were the only one who did it without mentioning my kids. Always grateful for that.",60
S01E03,1,S01E03_SCENE_1,UNKNOWN,URICH,Urich,"Then give me something. A name, anything.",61
S01E03,1,S01E03_SCENE_1,UNKNOWN,SILVIO,Silvio,"Take a pass on this one, Benny. Some fights will just get you bloody.",62
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"You know the whole, ""Let's stay out all night,"" thing?",63
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,Yeah.,64
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,How about next time we skip the part with the eel?,65
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,Deal.,66
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"Hey, what do you think about getting a sign on the door?",67
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,"Well, you got a sign.",68
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,A real one.,69
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,You should get some clients first.,70
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Just one little sign. What could it cost?,71
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,"Frank, you can barely afford to pay me.",72
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,I thought you were working for free.,73
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,I… I did for a day.,74
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Hey you know she's not really free?,75
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,Hey.,76
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Jesus. What happened to your eye?,77
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,Oh.,78
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,Are you okay?,79
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Yeah. Yeah, I'm fine. I just wasn't paying attention last",80
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,You need a dog.,81
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,I'm not getting a dog.,82
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,What? You don't like dogs? Who doesn't like dogs?,83
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,I… I love dogs.,84
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Everybody loves dogs.,85
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Was that a knock?,86
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,Someone's at the door.,87
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Our door?,88
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,Uh Karen?,89
S01E03,1,S01E03_SCENE_1,UNKNOWN,KAREN,Karen,Right. Okay.,90
S01E03,1,S01E03_SCENE_1,UNKNOWN,JAMES WESLEY,James Wesley,Hi. Do you do walk-ins?,91
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"I represent a consortium with diversified interests in the private sector, both domestic and international. From time to time, we scout the landscape for promising talent to put on retainer.",92
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Retainer?,93
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Why are you approaching us? Why not a larger firm, Mr.?",94
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"Uh, Confederated Global Investments is my employer.",95
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,That's not what I was asking.,96
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"It's the only name relevant to this discussion, Mr. Murdock.",97
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Oh. So, why us?",98
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"Obviously, the larger firms aren't able to provide the same hands-on attention that we pride ourselves on at Nelson and Murdock.",99
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"It's a fair question. I'm here because my employer does extensive business in Hell's Kitchen, and who knows it better than two local boys who graduated from Columbia Law, cum laude and summa cum laude?",100
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"Uh, the ""summa"" part is politics.",101
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,You set up shop right here in your backyard despite the fact that both of you were made a very lucrative offer from Landman and Zack in Manhattan where you interned.,102
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,You've done your homework.,103
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,My employer expects no less.,104
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,Then forgive me for being blunt.,105
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"""Blunt"" is a strong word.",106
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"In my line of work, I find it refreshing.",107
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,What is that line of work exactly?,108
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,"What my partner is trying to say is we're still building a practice, so we're very particular about our clientele.",109
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"I assure you, all my employer wants is for you to continue to be ethical, decent men good lawyers. And for that, for nothing more than your exceptional skills and your discretion you'll be fairly compensated.",110
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,Uh-huh. It's It's fair. That's… that's fair.,111
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,Your partner doesn't seem convinced.,112
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"Like Foggy said, we're particular about our clientele.",113
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"I'm curious about your clientele. Do they all end up working for you after you get them off for murder, or just the pretty ones?",114
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,"You, uh, give us a minute, please?",115
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,I'm sorry. I didn't mean to upset anyone.,116
S01E03,1,S01E03_SCENE_1,UNKNOWN,MATT,Matt,How did you know about Miss Page's situation? She was never charged. There was nothing in the papers.,117
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,I have friends on the force. I hear I'm not the only one.,118
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,I think we might be veering off the subject.,119
S01E03,1,S01E03_SCENE_1,UNKNOWN,WESLEY,Wesley,"I understand your concerns, Mr. Murdock. Perhaps you should review one of our cases before you make a decision? Peace of mind and whatnot.",120
S01E03,1,S01E03_SCENE_1,UNKNOWN,FOGGY,Foggy,That's a fantastic idea. Matthew?,121
